Symbol,MarketCap
ARCHIES,650634944.0
ARE&M,189568139264.0
ARENTERP,136081376.0
ARIES,3990369536.0
ARIHANTCAP,7284791296.0
ARIHANTSUP,15159227392.0
ARKADE,30565865472.0
ARMANFIN,15737847808.0
AROGRANITE,580176000.0
ARROWGREEN,9139495936.0
ARSHIYA,806236544.0
ARSSINFRA,1190784768.0
ARTEMISMED,
ARTNIRMAN,1101058688.0
ARVEE,1664350592.0
ARVIND,99215933440.0
ARVINDFASN,62467293184.0
ARVSMART,32170346496.0
ASAHIINDIA,182743220224.0
ASAHISONG,5186415104.0
ASAL,7979011072.0
ASALCBR,20290287616.0
ASHAPURMIN,38740606976.0
ASHIANA,28629338112.0
ASHIMASYN,6257703424.0
ASHOKA,55715094528.0
ASHOKAMET,458676064.0
ASHOKLEY,697130811392.0
ASIANENE,15118724096.0
ASIANHOTNR,7044003840.0
ASIANPAINT,2256497541120.0
ASIANTILES,7252276224.0
ASKAUTOLTD,85628698624.0
ASMS,5180852224.0
ASPINWALL,2257140480.0
ASTEC,14254545920.0
ASTERDM,304842145792.0
ASTRAL,365262995456.0
ASTRAMICRO,101932957696.0
ASTRAZEN,195983736832.0
ASTRON,832349952.0
ATALREAL,1689645056.0
ATAM,1198227328.0
ATGL,749630521344.0
ATHERENERG,117362147328.0
ATL,6694713344.0
ATLANTAA,3127970048.0
ATLASCYCLE,571037184.0
ATUL,199821492224.0
ATULAUTO,13582887936.0
AUBANK,510282399744.0
AURIONPRO,75332960256.0
AUROPHARMA,697659293696.0
AURUM,11219399680.0
AUSOMENT,1277076224.0
AUTOAXLES,25796184064.0
AUTOIND,3623280384.0
AVADHSUGAR,11372446720.0
AVALON,59643244544.0
AVANTEL,31470899200.0
AVANTEL-RE,
AVANTIFEED,120407400448.0
AVG,4314482688.0
AVL,54636761088.0
AVONMORE,6504364032.0
AVROIND,2511120128.0
AVTNPL,10003535872.0
AWFIS,44380196864.0
AWHCL,17054396416.0
AWL,350178967552.0
AXISBANK,3745902231552.0
AXISCADES,39658852352.0
AXITA,3324708352.0
AYMSYNTEX,12210426880.0
AZAD,117512863744.0
BAFNAPH,1819172992.0
BAGFILMS,1324073728.0
BAIDFIN,1173067904.0
BAJAJ-AUTO,2370103934976.0
BAJAJCON,23163324416.0
BAJAJELEC,77521354752.0
BAJAJFINSV,3243734204416.0
BAJAJHCARE,17530310656.0
BAJAJHFL,1032375697408.0
BAJAJHIND,29300072448.0
BAJAJHLDNG,1460041023488.0
BAJAJINDEF,7330240000.0
BAJEL,23721736192.0
BAJFINANCE,5690983710720.0
BALAJEE,3789783808.0
BALAJITELE,8936841216.0
BALAMINES,45474803712.0
BALAXI,2770315264.0
BALKRISHNA,598638336.0
BALKRISIND,523831050240.0
BALMLAWRIE,36936867840.0
BALPHARMA,1552606080.0
BALRAMCHIN,112802652160.0
BALUFORGE,68863721472.0
BANARBEADS,855408384.0
BANARISUG,53959585792.0
BANCOINDIA,59024261120.0
BANDHANBNK,274026889216.0
BANG,710001600.0
BANKA,753513344.0
BANKBARODA,1225198534656.0
BANKINDIA,520506802176.0
BANSALWIRE,62129377280.0
BANSWRAS,4924284416.0
BARBEQUE,13518930944.0
BASF,197934596096.0
BASML,2167525120.0
BASML-RE1,
BATAINDIA,160473448448.0
BAYERCROP,226980216832.0
BBL,39074816000.0
BBOX,74648158208.0
BBTC,133393326080.0
BBTCL,3403013376.0
BCLIND,11800623104.0
BCONCEPTS,4020459520.0
BDL,675207184384.0
BEARDSELL,1201645312.0
BECTORFOOD,96364314624.0
BEDMUTHA,5338384896.0
BEL,2660028907520.0
BEML,152383651840.0
BEPL,28158283776.0
BERGEPAINT,671847809024.0
BESTAGRO,8080606208.0
BFINVEST,20214319104.0
BFUTILITIE,28631160832.0
BGRENERGY,8276205056.0
BHAGCHEM,39023886336.0
BHAGERIA,7565285376.0
BHAGYANGR,2413062912.0
BHANDARI,1221851776.0
BHARATFORG,603826421760.0
BHARATGEAR,1212432128.0
BHARATRAS,39781068800.0
BHARATSE,6529317376.0
BHARATWIRE,13590526976.0
BHARTIARTL,10869034450944.0
BHARTIHEXA,834349957120.0
BHEL,871733723136.0
BIGBLOC,9629999104.0
BIKAJI,179912704000.0
BIL,9218923520.0
BINANIIND,497153312.0
BIOCON,406743744512.0
BIOFILCHEM,752663232.0
BIRLACABLE,5045999104.0
BIRLACORPN,106629316608.0
BIRLAMONEY,9218911232.0
BIRLANU,17772011520.0
BLACKBUCK,81412718592.0
BLAL,8607501312.0
BLBLIMITED,838972288.0
BLISSGVS,12685494272.0
BLKASHYAP,16324101120.0
BLS,162057273344.0
BLSE,16300564480.0
BLUECOAST,361032576.0
BLUEDART,164849582080.0
BLUEJET,142883110912.0
BLUESTARCO,321417379840.0
BODALCHEM,9193912320.0
BOHRAIND,298721760.0
BOMDYEING,29699753984.0
BOROLTD,42660614144.0
BORORENEW,75949899776.0
BOROSCI,13006499840.0
BOSCHLTD,933619892224.0
BPCL,1388971556864.0
BPL,4334847488.0
BRIGADE,271277752320.0
BRITANNIA,1325399408640.0
BRNL,2036626176.0
BROOKS,4055961856.0
BSE,985401917440.0
BSHSL,15624070144.0
BSL,1656014848.0
BSOFT,119390863360.0
BTML,1009676800.0
BUTTERFLY,13527692288.0
BVCL,863353600.0
BYKE,4927845888.0
CALSOFT,345002464.0
CAMLINFINE,36390952960.0
CAMPUS,78914813952.0
CAMS,192420560896.0
CANBK,977453318144.0
CANFINHOME,100531093504.0
CANTABIL,19592202240.0
CAPACITE,30482821120.0
CAPITALSFB,12990385152.0
CAPLIPOINT,153019088896.0
CAPTRUST,1597865344.0
CARBORUNIV,187281031168.0
CARERATING,45526724608.0
CARRARO,24673550336.0
CARTRADE,78865113088.0
CARYSIL,18501918720.0
CASTROLIND,209050927104.0
CCCL,8488421376.0
CCHHL,2635053824.0
CCL,101427617792.0
CDSL,294439223296.0
CEATLTD,154984562688.0
CEIGALL,44875206656.0
CELEBRITY,731060672.0
CELLO,132641210368.0
CENTENKA,9779235840.0
CENTEXT,1510399872.0
CENTRALBK,330376118272.0
CENTRUM,11545094144.0
CENTUM,29489334272.0
CENTURYPLY,163652763648.0
CERA,84293214208.0
CEREBRAINT,599870656.0
CESC,218984136704.0
CEWATER,12143495168.0
CGCL,138157424640.0
CGPOWER,1064892956672.0
CHALET,197274632192.0
CHAMBLFERT,253372203008.0
CHEMBOND,4005576192.0
CHEMCON,7636768256.0
CHEMFAB,12308972544.0
CHEMPLASTS,66722418688.0
CHENNPETRO,96315957248.0
CHEVIOT,6335518720.0
CHOICEIN,136710692864.0
CHOLAFIN,1361868488704.0
CHOLAHLDNG,350748639232.0
CIEINDIA,168455946240.0
CIFL,13802497024.0
CIGNITITEC,42693103616.0
CINELINE,3150459648.0
CINEVISTA,920132352.0
CIPLA,1211379220480.0
CLEAN,137696411648.0
CLEDUCATE,4533437952.0
CLSEL,17615294464.0
CMSINFO,78862262272.0
COALINDIA,2494672928768.0
COASTCORP,2521416448.0
COCHINSHIP,535527653376.0
COFFEEDAY,6147433472.0
COFORGE,563521585152.0
COLPAL,731708653568.0
COMPUSOFT,1642639488.0
COMSYN,4269292032.0
CONCOR,445607182336.0
CONCORDBIO,157421977600.0
CONFIPET,18808162304.0
CONSOFINVT,6232206336.0
CONTROLPR,10070738944.0
CORALFINAC,1664077824.0
CORDSCABLE,2587499008.0
COROMANDEL,722620907520.0
COSMOFIRST,17099173888.0
COUNCODOS,671216576.0
CPCAP,3667688704.0
CRAFTSMAN,125232357376.0
CREATIVE,10518940672.0
CREATIVEYE,137198480.0
CREDITACC,192460455936.0
CREST,11184260096.0
CRISIL,366783528960.0
CROMPTON,226153365504.0
CROWN,1789667456.0
CSBBANK,60632776704.0
CSLFINANCE,7213829120.0
CTE,960230720.0
CUB,143444328448.0
CUBEXTUB,1329945600.0
CUMMINSIND,841635332096.0
CUPID,24938260480.0
CURAA,812154176.0
CYBERMEDIA,231561696.0
CYBERTECH,4923304448.0
CYIENT,143686909952.0
CYIENTDLM,38463459328.0
DABUR,844776341504.0
DALBHARAT,388278321152.0
DALMIASUG,35953238016.0
DAMCAPITAL,15731169280.0
DAMODARIND,821557952.0
DANGEE,691347776.0
DATAMATICS,36459794432.0
DATAPATTNS,160626360320.0
DAVANGERE,3763379968.0
DBCORP,42069348352.0
DBEIL,6651752448.0
DBL,69145075712.0
DBOL,5184207360.0
DBREALTY,102873743360.0
DBSTOCKBRO,982099968.0
DCAL,33609572352.0
DCBBANK,44776841216.0
DCI,4513460224.0
DCM,2014389888.0
DCMFINSERV,160185712.0
DCMNVL,3440058624.0
DCMSHRIRAM,161039728640.0
DCMSRIND,16019603456.0
DCW,23414646784.0
DCXINDIA,38734475264.0
DDEVPLSTIK,28590694400.0
DECCANCE,11033722880.0
DEEDEV,16481830912.0
DEEPAKFERT,171806932992.0
DEEPAKNTR,287911968768.0
DEEPINDS,28505587712.0
DELHIVERY,239496888320.0
DELPHIFX,1460536832.0
DELTACORP,25092823040.0
DELTAMAGNT,671357568.0
DEN,16806001664.0
DENORA,4446242816.0
DENTA,8184884736.0
DEVIT,2529002240.0
DEVYANI,225439793152.0
DGCONTENT,2376018176.0
DHAMPURSUG,9740790784.0
DHANBANK,11876493312.0
DHANI,35878764544.0
DHANUKA,72711299072.0
DHARMAJ,7773716992.0
DHRUV,1358388608.0
DHUNINV,9860359168.0
DIACABS,50178179072.0
DIAMINESQ,3842662144.0
DIAMONDYD,27927103488.0
DICIND,6055832064.0
DIFFNKG,10698681344.0
DIGIDRIVE,1288326912.0
DIGISPICE,4717741056.0
DIGJAMLMTD,793199872.0
DIL,380802240.0
DISHTV,9740265472.0
DIVGIITTS,16519354368.0
DIVISLAB,1667012493312.0
DIXON,1003543396352.0
DJML,3752746496.0
DLF,1772196200448.0
DLINKINDIA,17711568896.0
DMART,2726376243200.0
DMCC,6238722560.0
DNAMEDIA,601390272.0
DODLA,68001492992.0
DOLATALGO,17003336704.0
DOLLAR,22867949568.0
DOLPHIN,14653684736.0
DOMS,172849283072.0
DONEAR,5950880256.0
DPABHUSHAN,35214262272.0
DPSCLTD,13048785920.0
DPWIRES,3598727936.0
DRCSYSTEMS,2688588544.0
DREAMFOLKS,15080685568.0
DREDGECORP,19879999488.0
DRREDDY,1023946063872.0
DSSL,14426672128.0
DTIL,2027929472.0
DUCON,1991796352.0
DVL,13136842752.0
DWARKESH,8573876736.0
DYCL,20163622912.0
DYNAMATECH,48467111936.0
DYNPRO,3650018048.0
E2E,40850182144.0
EASEMYTRIP,43743776768.0
ECLERX,155063418880.0
ECOSMOBLTY,13352399872.0
EDELWEISS,80071647232.0
EICHERMOT,1510991331328.0
EIDPARRY,171040653312.0
EIEL,37763522560.0
EIFFL,5390031872.0
EIHAHOTELS,22872420352.0
EIHOTEL,234636574720.0
EIMCOELECO,11735783424.0
EKC,14760949760.0
ELDEHSG,8156473344.0
ELECON,148878393344.0
ELECTCAST,65966522368.0
ELECTHERM,14646606848.0
ELGIEQUIP,151079190528.0
ELGIRUBCO,3353850624.0
ELIN,8757400576.0
EMAMILTD,277744943104.0
EMAMIPAP,6042039296.0
EMAMIREAL,5193440768.0
EMBDL,137170247680.0
EMCURE,201685712896.0
EMIL,50806054912.0
EMKAY,5550553088.0
EMMBI,2214053888.0
EMSLIMITED,35411992576.0
EMUDHRA,61460344832.0
ENDURANCE,311484153856.0
ENERGYDEV,938124992.0
ENGINERSIN,108771983360.0
ENIL,6912215552.0
ENTERO,64369643520.0
EPACK,34831474688.0
EPIGRAL,79228993536.0
EPL,74977042432.0
EQUIPPP,2123751680.0
EQUITASBNK,72142200832.0
ERIS,199531249664.0
ESABINDIA,78456578048.0
ESAFSFB,16024632320.0
ESCORTS,390952681472.0
ESSARSHPNG,7310392320.0
ESSENTIA,2562456064.0
ESTER,11700585472.0
ETERNAL,2229753348096.0
ETHOSLTD,66726223872.0
EUREKAFORB,115168378880.0
EUROTEXIND,124598128.0
EVEREADY,23387127808.0
EVERESTIND,7728812032.0
EXCEL,1058022400.0
EXCELINDUS,14883708928.0
EXICOM,20958728192.0
EXIDEIND,334092500992.0
EXPLEOSOL,14536527872.0
EXXARO,2917115648.0
FACT,570458636288.0
FAIRCHEMOR,10600981504.0
FAZE3Q,15175741440.0
FCL,30368227328.0
FCSSOFT,4615784960.0
FDC,71856070656.0
FEDERALBNK,488644542464.0
FEDFINA,33804722176.0
FEL,281753888.0
FELDVR,281753824.0
FIBERWEB,1259348992.0
FIEMIND,42540531712.0
FILATEX,21376102400.0
FILATFASH,4167038720.0
FINCABLES,147073794048.0
FINEORG,139153244160.0
FINOPB,20776306688.0
FINPIPE,118450413568.0
FIRSTCRY,172739952640.0
FIVESTAR,200083505152.0
FLAIR,29761439744.0
FLEXITUFF,1000644288.0
FLUOROCHEM,429915734016.0
FMGOETZE,19251501056.0
FMNL,989715520.0
FOCUS,6885800448.0
FOODSIN,6862062592.0
FORCEMOT,144339779584.0
FORTIS,528697360384.0
FOSECOIND,29545041920.0
FSC,89522544.0
FSL,254302175232.0
FUSION,25088575488.0
GABRIEL,88010678272.0
GAEL,57232969728.0
GAIL,1224938225664.0
GALAPREC,11509285888.0
GALAXYSURF,79744933888.0
GALLANTT,113365876736.0
GANDHAR,15468875776.0
GANDHITUBE,8349046784.0
GANECOS,40244785152.0
GANESHBE,9375178752.0
GANESHHOUC,83111927808.0
GANGAFORGE,687490176.0
GANGESSECU,1604793472.0
GARFIBRES,87979278336.0
GARUDA,9948948480.0
GATDVR-RE,
GATECH,613280960.0
GATECH-RE1,
GATECHDVR,613280384.0
GATEWAY,32581785600.0
GAYAHWS,287582400.0
GEECEE,8474463232.0
GEEKAYWIRE,4044924160.0
GENCON,2146100224.0
GENESYS,28014823424.0
GENSOL,2548612096.0
GENUSPAPER,5139948544.0
GENUSPOWER,91193024512.0
GEOJITFSL,24353300480.0
GEPIL,16726875136.0
GESHIP,138876600320.0
GFLLIMITED,6169165312.0
GHCL,59114188800.0
GHCLTEXTIL,8618012672.0
GICHSGFIN,10212860928.0
GICRE,766936219648.0
GILLANDERS,2354269184.0
GILLETTE,280558567424.0
GINNIFILA,3217872896.0
GIPCL,30440962048.0
GKWLIMITED,11718206464.0
GLAND,242092474368.0
GLAXO,479181832192.0
GLENMARK,408796364800.0
GLFL,187981472.0
GLOBAL,3348809728.0
GLOBALE,173641904.0
GLOBALVECT,3054940160.0
GLOBE,785771840.0
GLOBUSSPR,31478837248.0
GLOSTERLTD,6784846848.0
GMBREW,16669121536.0
GMDCLTD,112762798080.0
GMMPFAUDLR,49832849408.0
GMRAIRPORT,961817608192.0
GMRP&UI,91177328640.0
GNA,14504171520.0
GNFC,75013185536.0
GOACARBON,4421330944.0
GOCLCORP,15652524032.0
GOCOLORS,47830372352.0
GODAVARIB,9904091136.0
GODFRYPHLP,454418694144.0
GODHA,366432000.0
GODIGIT,276534951936.0
GODREJAGRO,140967084032.0
GODREJCP,1329401430016.0
GODREJIND,385008566272.0
GODREJPROP,655408693248.0
GOENKA,288470016.0
GOKEX,74049150976.0
GOKUL,4590397952.0
GOKULAGRO,37458219008.0
GOLDENTOBC,626345024.0
GOLDIAM,40341917696.0
GOLDTECH,3941584896.0
GOODLUCK,27019599872.0
GOPAL,37436448768.0
GOYALALUM,1196099840.0
GPIL,130483576832.0
GPPL,70147162112.0
GPTHEALTH,13148462080.0
GPTINFRA,17390350336.0
GRANULES,122739458048.0
GRAPHITE,95030886400.0
GRASIM,1902408499200.0
GRAVITA,148252704768.0
GREAVESCOT,49827090432.0
GREENLAM,63110721536.0
GREENPANEL,31098341376.0
GREENPLY,36077830144.0
GREENPOWER,15472265216.0
GRINDWELL,197186617344.0
GRINFRA,116871938048.0
GRMOVER,18282000384.0
GROBTEA,1040692160.0
GRPLTD,15582652416.0
GRSE,284283699200.0
GRWRHITECH,93228048384.0
GSFC,81779638272.0
GSLSU,5289248768.0
GSPL,197699534848.0
GSS,994594240.0
GTECJAINX,266343072.0
GTL,1376348672.0
GTLINFRA,19085559808.0
GTPL,12095395840.0
GUFICBIO,38120443904.0
GUJALKALI,47906557952.0
GUJAPOLLO,4216139776.0
GUJGASLTD,323164700672.0
GUJRAFFIA,
GUJTHEM,37304307712.0
GULFOILLUB,60669063168.0
GULFPETRO,2240764416.0
GULPOLY,13220191232.0
GVKPIL,5827297792.0
GVPTECH,1586275840.0
GVT&D,476605906944.0
HAL,3429277630464.0
HAPPSTMNDS,90725670912.0
HAPPYFORGE,79983353856.0
HARDWYN,6838075904.0
HARIOMPIPE,12026150912.0
HARRMALAYA,3855148544.0
HARSHA,34965483520.0
HATHWAY,26604601344.0
HATSUN,200161345536.0
HAVELLS,988938371072.0
HAVISHA,615784256.0
HBLENGINE,157779214336.0
HBSL,594709824.0
HCC,55382044672.0
HCG,82763726848.0
HCL-INSYS,6811350528.0
HCLTECH,4496519856128.0
HDFCAMC,1013133213696.0
HDFCBANK,14816008732672.0
HDFCLIFE,1616181723136.0
HEADSUP,250195680.0
HECPROJECT,1220132352.0
HEG,94675009536.0
HEIDELBERG,45201584128.0
HEMIPROP,40196399104.0
HERANBA,10781627392.0
HERCULES,5257598464.0
HERITGFOOD,39944040448.0
HEROMOTOCO,869129453568.0
HESTERBIO,15482501120.0
HEUBACHIND,13666733056.0
HEXATRADEX,10900884480.0
HEXT,468988166144.0
HFCL,127623946240.0
HGINFRA,79984492544.0
HGS,24137043968.0
HIKAL,47939198976.0
HILTON,1750007936.0
HIMATSEIDE,20534925312.0
HINDALCO,1470781587456.0
HINDCOMPOS,6514606080.0
HINDCON,1885349888.0
HINDCOPPER,218740883456.0
HINDMOTORS,5514857472.0
HINDNATGLS,1579725440.0
HINDOILEXP,25019054080.0
HINDPETRO,872512552960.0
HINDUNILVR,5595313209344.0
HINDWAREAP,17201864704.0
HINDZINC,1868858916864.0
HIRECT,18258538496.0
HISARMETAL,1092096000.0
HITECH,19057117184.0
HITECHCORP,3354585856.0
HITECHGEAR,11494860800.0
HLEGLAS,20257781760.0
HLVLTD,9110973440.0
HMAAGRO,17011150848.0
HMT,19014004736.0
HMVL,6528849408.0
HNDFDS,61976559616.0
HOMEFIRST,120371757056.0
HONASA,85100658688.0
HONAUT,343494885376.0
HONDAPOWER,24138549248.0
HOVS,690076032.0
HPAL,4830772224.0
HPIL,1437266048.0
HPL,28456185856.0
HSCL,228109303808.0
HTMEDIA,4061540096.0
HUBTOWN,25404712960.0
HUDCO,468164345856.0
HUHTAMAKI,15085498368.0
HYBRIDFIN,372663552.0
HYUNDAI,1507751100416.0
ICDSLTD,674392256.0
ICEMAKE,14223821824.0
ICICIBANK,10365710630912.0
ICICIGI,918918266880.0
ICICIPRULI,889911312384.0
ICIL,66565951488.0
ICRA,58891239424.0
IDBI,924818210816.0
IDEA,798487937024.0
IDEAFORGE,24199475200.0
IDFCFIRSTB,507439644672.0
IEL,3514904064.0
IEX,177725505536.0
IFBAGRO,4972064768.0
IFBIND,55608000512.0
IFCI,139484430336.0
IFGLEXPOR,17484496896.0
IGARASHI,16108905472.0
IGIL,163615784960.0
IGL,292879990784.0
IGPL,14545924096.0
IIFL,175870803968.0
IIFLCAPS,85163515904.0
IITL,3922142464.0
IKIO,17299286016.0
IKS,279198990336.0
IL&FSENGG,5505771008.0
IL&FSTRANS,1125043200.0
IMAGICAA,36926849024.0
IMFA,34757238784.0
IMPAL,12883104768.0
IMPEXFERRO,181139088.0
INCREDIBLE,1817708800.0
INDBANK,1519954048.0
INDGN,146920898560.0
INDHOTEL,1090845540352.0
INDIACEM,99120234496.0
INDIAGLYCO,54359105536.0
INDIAMART,141023985664.0
INDIANB,800835043328.0
INDIANCARD,1905020800.0
INDIANHUME,21612695552.0
INDIASHLTR,95219376128.0
INDIGO,2149567037440.0
INDIGOPNTS,48977997824.0
INDNIPPON,14959532032.0
INDOAMIN,10221786112.0
INDOBORAX,6013665792.0
INDOCO,23362895872.0
INDOFARM,7943890944.0
INDORAMA,11444583424.0
INDOSTAR,43200512000.0
INDOTECH,26877093888.0
INDOTHAI,21356873728.0
INDOUS,2981732608.0
INDOWIND,2628850432.0
INDRAMEDCO,40359038976.0
INDSWFTLAB,4322122752.0
INDSWFTLTD,797846016.0
INDTERRAIN,1702570240.0
INDUSINDBK,607817957376.0
INDUSTOWER,1056082821120.0
INFIBEAM,52683128832.0
INFOBEAN,9171197952.0
INFOMEDIA,309698208.0
INFY,6588927574016.0
INGERRAND,122086219776.0
INNOVACAP,52827168768.0
INNOVANA,7272374784.0
INOXGREEN,54428643328.0
INOXINDIA,105335586816.0
INOXWIND,234447519744.0
INSECTICID,21955794944.0
INSPIRISYS,4209295616.0
INTELLECT,148262125568.0
INTENTECH,2527741952.0
INTERARCH,30179028992.0
INTLCONV,5137501696.0
INVENTURE,1732496000.0
IOB,729630375936.0
IOC,2043619966976.0
IOLCP,23552686080.0
IONEXCHANG,68662542336.0
IPCALAB,353308180480.0
IPL,19220760576.0
IRB,309257175040.0
IRCON,177644666880.0
IRCTC,647480279040.0
IREDA,465789648896.0
IRFC,1811424739328.0
IRIS,5575067648.0
IRISDOREME,4981249024.0
IRMENERGY,11517238272.0
ISFT,1801464192.0
ISGEC,86095699968.0
ISHANCH,905824320.0
ITC,5452393873408.0
ITCHOTELS,421998854144.0
ITDC,51260055552.0
ITDCEM,112306225152.0
ITI,268567904256.0
IVC,3118341376.0
IVP,1933393152.0
IWEL,126258323456.0
IXIGO,69190967296.0
IZMO,4875074048.0
J&KBANK,114446262272.0
JAGRAN,16376295424.0
JAGSNPHARM,14169491456.0
JAIBALAJI,101132148736.0
JAICORPLTD,18617559040.0
JAIPURKURT,608180736.0
JAMNAAUTO,35026444288.0
JASH,34878705664.0
JAYAGROGN,7571999744.0
JAYBARMARU,7484404736.0
JAYNECOIND,44025049088.0
JAYSREETEA,2983908352.0
JBCHEPHARM,256539869184.0
JBMA,171706466304.0
JCHAC,48331825152.0
JETFREIGHT,741532672.0
JGCHEM,14281363456.0
JHS,1328572928.0
JINDALPHOT,10032617472.0
JINDALPOLY,30554148864.0
JINDALSAW,138340253696.0
JINDALSTEL,993369391104.0
JINDRILL,19210102784.0
JINDWORLD,61940625408.0
JIOFIN,1759819857920.0
JISLDVREQS,38858870784.0
JISLJALEQS,38858715136.0
JITFINFRA,11714461696.0
JKCEMENT,405773942784.0
JKIL,52606439424.0
JKLAKSHMI,101302108160.0
JKPAPER,59883646976.0
JKTYRE,96290627584.0
JLHL,91772723200.0
JMA,2184294400.0
JMFINANCIL,110102405120.0
JNKINDIA,20939821056.0
JOCIL,1441854720.0
JPOLYINVST,10186556416.0
JPPOWER,103555776512.0
JSFB,52301328384.0
JSL,546019737600.0
JSWENERGY,879344222208.0
JSWHL,265575137280.0
JSWINFRA,597680586752.0
JSWSTEEL,2493805232128.0
JTEKTINDIA,35612033024.0
JTLIND,28317599744.0
JUBLCPL,22947192832.0
JUBLFOOD,443440562176.0
JUBLINGREA,109509705728.0
JUBLPHARMA,149780185088.0
JUNIPER,71634518016.0
JUSTDIAL,81102856192.0
JWL,179223101440.0
JYOTHYLAB,128139616256.0
JYOTICNC,286280089600.0
JYOTISTRUC,23839248384.0
KABRAEXTRU,9769652224.0
KAJARIACER,150957998080.0
KAKATCEM,1246382976.0
KALAMANDIR,18639798272.0
KALYANI,
KALYANIFRG,2937139200.0
KALYANKJIL,578276818944.0
KAMATHOTEL,7178405376.0
KAMDHENU,8157278208.0
KAMOPAINTS,3571068672.0
KANANIIND,451139040.0
KANORICHEM,4153922048.0
KANPRPLA,4423030272.0
KANSAINER,213118238720.0
KAPSTON,4085211904.0
KARMAENG,731221184.0
KARURVYSYA,181848391680.0
KAUSHALYA,318930816.0
KAVVERITEL,1842462464.0
KAYA,3736716544.0
KAYNES,400867622912.0
KBCGLOBAL,2091503616.0
KCP,28593387520.0
KCPSUGIND,4261008384.0
