Symbol,MarketCap
20MICRONS,7836778496.0
21STCENMGM,755894976.0
360ONE,393914515456.0
3IINFOLTD,4320399872.0
3MINDIA,334627143680.0
3PLAND,
5PAISA,12357454848.0
63MOONS,37740593152.0
A2ZINFRA,2492098048.0
AAATECH,1063983040.0
AADHARHFC,197315035136.0
AAKASH,857587520.0
AAREYDRUGS,1536805248.0
AARON,3835809536.0
AARTECH,1897328384.0
AARTIDRUGS,41527836672.0
AARTIIND,172160778240.0
AARTIPHARM,72190459904.0
AARTISURF,5261187072.0
AARVEEDEN,3340669696.0
AARVI,1662904320.0
AAVAS,141732560896.0
ABAN,2388891648.0
ABB,1234538463232.0
ABBOTINDIA,649396944896.0
ABCAPITAL,569115344896.0
ABDL,109072924672.0
ABFRL,338141806592.0
ABINFRA,6888061952.0
ABMINTLLTD,476985600.0
ABREL,237113573376.0
ABSLAMC,204240044032.0
ACC,362128474112.0
ACCELYA,20645249024.0
ACCURACY,1234592000.0
ACE,149822259200.0
ACEINTEG,282029984.0
ACI,73840803840.0
ACL,5333082624.0
ACLGATI,10135513088.0
ACMESOLAR,141663207424.0
ADANIENSOL,1099890032640.0
ADANIENT,2949159845888.0
ADANIGREEN,1634659205120.0
ADANIPORTS,3040181223424.0
ADANIPOWER,2181099552768.0
ADFFOODS,26068529152.0
ADL,519219808.0
ADOR,17640347648.0
ADROITINFO,628455552.0
ADSL,11288300544.0
ADVANIHOTR,5691440128.0
ADVENZYMES,32451082240.0
AEGISLOG,304580296704.0
AEROFLEX,21646874624.0
AETHER,99044999168.0
AFCONS,171351031808.0
AFFLE,241407148032.0
AFFORDABLE,4586238976.0
AFIL,3098205184.0
AFSL,10932048896.0
AGARIND,15252468736.0
AGARWALEYE,125751853056.0
AGI,54158192640.0
AGIIL,20453251072.0
AGRITECH,963467264.0
AGROPHOS,681615232.0
AGSTRA,631538624.0
AHLADA,861830656.0
AHLEAST,2445914368.0
AHLUCONT,62271672320.0
AIAENG,308862517248.0
AIIL,365200703488.0
AIRAN,3511811840.0
AIROLAM,1355580672.0
AJANTPHARM,325220892672.0
AJAXENGG,76841467904.0
AJMERA,32510617600.0
AJOONI,580328960.0
AKASH,492553600.0
AKG,409918112.0
AKI,771115456.0
AKSHAR,496105056.0
AKSHARCHEM,2006025728.0
AKSHOPTFBR,1680668800.0
AKUMS,83670237184.0
AKZOINDIA,163872210944.0
ALANKIT,4127027968.0
ALBERTDAVD,4708411904.0
ALEMBICLTD,27521912832.0
ALICON,12745219072.0
ALIVUS,140312412160.0
ALKALI,907058048.0
ALKEM,624248881152.0
ALKYLAMINE,90521649152.0
ALLCARGO,31399886848.0
ALLDIGI,14659225600.0
ALMONDZ,3773041152.0
ALOKINDS,91658321920.0
ALPA,2288796416.0
ALPHAGEO,1652929920.0
ALPSINDUS,97003080.0
AMBER,216707252224.0
AMBICAAGAR,509138208.0
AMBIKCO,8691694592.0
AMBUJACEM,1387968069632.0
AMDIND,989768384.0
AMIORG,91992047616.0
AMJLAND,2282471936.0
AMNPLST,11573462016.0
AMRUTANJAN,20325478400.0
ANANDRATHI,150790324224.0
ANANTRAJ,176487448576.0
ANDHRAPAP,15416840192.0
ANDHRSUGAR,10238340096.0
ANGELONE,253252403200.0
ANIKINDS,3122271232.0
ANKITMETAL,335842144.0
ANMOL,1072263488.0
ANSALAPI,689433856.0
ANTGRAPHIC,155010000.0
ANUHPHR,9055229952.0
ANUP,59903266816.0
ANURAS,104165040128.0
APARINDS,330504765440.0
APCL,3900679424.0
APCOTEXIND,17660995584.0
APEX,6957812224.0
APLAPOLLO,495493120000.0
APLLTD,179609223168.0
APOLLO,43028127744.0
APOLLOHOSP,1008651730944.0
APOLLOPIPE,17981341696.0
APOLLOTYRE,314025705472.0
APOLSINHOT,3427847168.0
APTECHT,9836761088.0
APTUS,163339206656.0
ARCHIDPLY,1901279104.0
