Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+05:30,43.099998474121094,44.900001525878906,43.04999923706055,44.20000076293945,13417,0.0,0.0
2020-01-02 00:00:00+05:30,43.70000076293945,47.400001525878906,42.599998474121094,46.25,26251,0.0,0.0
2020-01-03 00:00:00+05:30,46.650001525878906,46.650001525878906,44.29999923706055,44.75,8009,0.0,0.0
2020-01-06 00:00:00+05:30,44.349998474121094,44.650001525878906,43.099998474121094,43.599998474121094,6868,0.0,0.0
2020-01-07 00:00:00+05:30,43.95000076293945,45.70000076293945,43.5,44.150001525878906,4679,0.0,0.0
2020-01-08 00:00:00+05:30,44.95000076293945,45.0,43.099998474121094,43.400001525878906,7656,0.0,0.0
2020-01-09 00:00:00+05:30,43.650001525878906,45.75,43.650001525878906,44.900001525878906,17757,0.0,0.0
2020-01-10 00:00:00+05:30,44.95000076293945,45.400001525878906,44.04999923706055,44.349998474121094,5439,0.0,0.0
2020-01-13 00:00:00+05:30,44.20000076293945,45.900001525878906,44.099998474121094,45.0,13302,0.0,0.0
2020-01-14 00:00:00+05:30,45.650001525878906,49.0,45.04999923706055,47.70000076293945,41503,0.0,0.0
2020-01-15 00:00:00+05:30,49.0,51.5,48.29999923706055,50.400001525878906,86684,0.0,0.0
2020-01-16 00:00:00+05:30,50.150001525878906,53.849998474121094,50.099998474121094,51.25,19066,0.0,0.0
2020-01-17 00:00:00+05:30,51.400001525878906,51.400001525878906,48.70000076293945,49.29999923706055,21393,0.0,0.0
2020-01-20 00:00:00+05:30,49.0,49.29999923706055,46.150001525878906,46.5,7467,0.0,0.0
2020-01-21 00:00:00+05:30,46.0,47.20000076293945,45.25,45.79999923706055,13384,0.0,0.0
2020-01-22 00:00:00+05:30,47.599998474121094,47.599998474121094,44.650001525878906,46.20000076293945,13429,0.0,0.0
2020-01-23 00:00:00+05:30,47.45000076293945,48.0,45.650001525878906,47.400001525878906,7341,0.0,0.0
2020-01-24 00:00:00+05:30,47.54999923706055,48.95000076293945,46.5,48.400001525878906,12079,0.0,0.0
2020-01-27 00:00:00+05:30,47.099998474121094,49.25,45.400001525878906,46.099998474121094,10975,0.0,0.0
2020-01-28 00:00:00+05:30,46.150001525878906,47.0,45.099998474121094,45.150001525878906,7114,0.0,0.0
2020-01-29 00:00:00+05:30,45.20000076293945,46.5,45.0,46.0,7645,0.0,0.0
2020-01-30 00:00:00+05:30,46.95000076293945,46.95000076293945,45.099998474121094,45.150001525878906,6678,0.0,0.0
2020-01-31 00:00:00+05:30,45.150001525878906,45.849998474121094,44.20000076293945,45.150001525878906,3128,0.0,0.0
2020-02-03 00:00:00+05:30,43.900001525878906,47.400001525878906,43.900001525878906,45.70000076293945,8247,0.0,0.0
2020-02-04 00:00:00+05:30,44.70000076293945,46.79999923706055,44.70000076293945,46.04999923706055,10806,0.0,0.0
2020-02-05 00:00:00+05:30,46.650001525878906,46.650001525878906,45.349998474121094,45.45000076293945,3792,0.0,0.0
2020-02-06 00:00:00+05:30,46.5,46.5,45.099998474121094,45.400001525878906,3725,0.0,0.0
2020-02-07 00:00:00+05:30,45.25,46.45000076293945,44.54999923706055,45.04999923706055,6360,0.0,0.0
2020-02-10 00:00:00+05:30,45.95000076293945,45.95000076293945,43.0,43.70000076293945,12484,0.0,0.0
2020-02-11 00:00:00+05:30,43.599998474121094,44.849998474121094,42.45000076293945,43.20000076293945,14645,0.0,0.0
2020-02-12 00:00:00+05:30,44.5,45.75,42.599998474121094,43.54999923706055,8913,0.0,0.0
2020-02-13 00:00:00+05:30,42.70000076293945,47.0,40.70000076293945,42.79999923706055,11314,0.0,0.0
2020-02-14 00:00:00+05:30,42.150001525878906,44.0,42.0,42.25,5265,0.0,0.0
2020-02-17 00:00:00+05:30,42.04999923706055,42.79999923706055,41.54999923706055,41.70000076293945,12290,0.0,0.0
2020-02-18 00:00:00+05:30,43.25,43.25,40.099998474121094,41.75,8295,0.0,0.0
2020-02-19 00:00:00+05:30,41.54999923706055,42.45000076293945,40.70000076293945,41.650001525878906,7331,0.0,0.0
2020-02-20 00:00:00+05:30,41.349998474121094,44.900001525878906,40.54999923706055,42.20000076293945,9268,0.0,0.0
2020-02-24 00:00:00+05:30,44.0,44.0,41.099998474121094,42.349998474121094,15385,0.0,0.0
2020-02-25 00:00:00+05:30,41.599998474121094,42.95000076293945,40.5,41.099998474121094,11065,0.0,0.0
2020-02-26 00:00:00+05:30,41.150001525878906,41.5,38.650001525878906,39.650001525878906,15993,0.0,0.0
2020-02-27 00:00:00+05:30,40.0,41.400001525878906,38.650001525878906,40.29999923706055,8994,0.0,0.0
2020-02-28 00:00:00+05:30,38.099998474121094,40.0,38.0,38.349998474121094,10665,0.0,0.0
2020-03-02 00:00:00+05:30,39.25,40.45000076293945,38.75,39.0,4519,0.0,0.0
2020-03-03 00:00:00+05:30,40.150001525878906,40.45000076293945,37.25,38.5,9870,0.0,0.0
2020-03-04 00:00:00+05:30,38.04999923706055,38.04999923706055,35.5,36.20000076293945,9391,0.0,0.0
2020-03-05 00:00:00+05:30,36.20000076293945,36.400001525878906,34.20000076293945,34.54999923706055,7391,0.0,0.0
2020-03-06 00:00:00+05:30,32.599998474121094,33.20000076293945,30.200000762939453,31.200000762939453,12878,0.0,0.0
2020-03-09 00:00:00+05:30,30.450000762939453,30.450000762939453,26.399999618530273,27.25,33020,0.0,0.0
2020-03-11 00:00:00+05:30,27.399999618530273,28.75,26.549999237060547,27.600000381469727,10605,0.0,0.0
2020-03-12 00:00:00+05:30,26.0,28.5,24.850000381469727,25.049999237060547,15709,0.0,0.0
2020-03-13 00:00:00+05:30,22.549999237060547,26.450000762939453,22.549999237060547,24.600000381469727,11358,0.0,0.0
2020-03-16 00:00:00+05:30,22.299999237060547,25.899999618530273,22.299999237060547,22.850000381469727,15707,0.0,0.0
2020-03-17 00:00:00+05:30,25.0,25.0,22.0,23.950000762939453,11078,0.0,0.0
2020-03-18 00:00:00+05:30,23.950000762939453,25.799999237060547,22.0,22.350000381469727,4518,0.0,0.0
2020-03-19 00:00:00+05:30,20.200000762939453,23.600000381469727,20.200000762939453,20.5,14686,0.0,0.0
2020-03-20 00:00:00+05:30,20.5,21.950000762939453,19.549999237060547,20.700000762939453,4549,0.0,0.0
2020-03-23 00:00:00+05:30,19.0,21.700000762939453,18.649999618530273,18.649999618530273,11129,0.0,0.0
2020-03-24 00:00:00+05:30,17.25,20.25,16.899999618530273,16.899999618530273,10241,0.0,0.0
2020-03-25 00:00:00+05:30,17.5,17.700000762939453,16.200000762939453,17.049999237060547,10922,0.0,0.0
2020-03-26 00:00:00+05:30,17.850000381469727,17.899999618530273,17.850000381469727,17.899999618530273,848,0.0,0.0
2020-03-27 00:00:00+05:30,18.75,18.75,18.75,18.75,2859,0.0,0.0
2020-03-30 00:00:00+05:30,18.75,19.649999618530273,18.049999237060547,18.950000762939453,11487,0.0,0.0
2020-03-31 00:00:00+05:30,19.799999237060547,19.850000381469727,19.0,19.850000381469727,1671,0.0,0.0
2020-04-01 00:00:00+05:30,20.799999237060547,20.799999237060547,20.799999237060547,20.799999237060547,946,0.0,0.0
2020-04-03 00:00:00+05:30,21.0,21.799999237060547,21.0,21.799999237060547,637,0.0,0.0
2020-04-07 00:00:00+05:30,22.850000381469727,22.850000381469727,22.0,22.850000381469727,541,0.0,0.0
2020-04-08 00:00:00+05:30,23.950000762939453,23.950000762939453,23.950000762939453,23.950000762939453,504,0.0,0.0
2020-04-09 00:00:00+05:30,25.0,25.100000381469727,25.0,25.100000381469727,3595,0.0,0.0
2020-04-13 00:00:00+05:30,26.350000381469727,26.350000381469727,25.25,26.350000381469727,4111,0.0,0.0
2020-04-15 00:00:00+05:30,27.649999618530273,27.649999618530273,27.649999618530273,27.649999618530273,2492,0.0,0.0
2020-04-16 00:00:00+05:30,29.0,29.0,27.649999618530273,29.0,9426,0.0,0.0
2020-04-17 00:00:00+05:30,30.450000762939453,30.450000762939453,30.450000762939453,30.450000762939453,3407,0.0,0.0
2020-04-20 00:00:00+05:30,31.950000762939453,31.950000762939453,31.950000762939453,31.950000762939453,884,0.0,0.0
2020-04-21 00:00:00+05:30,33.5,33.5,33.5,33.5,4786,0.0,0.0
2020-04-22 00:00:00+05:30,35.150001525878906,35.150001525878906,31.850000381469727,32.5,24305,0.0,0.0
2020-04-23 00:00:00+05:30,32.20000076293945,33.5,30.899999618530273,32.400001525878906,13474,0.0,0.0
2020-04-24 00:00:00+05:30,33.45000076293945,33.45000076293945,31.100000381469727,31.75,4196,0.0,0.0
2020-04-27 00:00:00+05:30,33.20000076293945,33.20000076293945,30.5,31.450000762939453,6489,0.0,0.0
2020-04-28 00:00:00+05:30,30.100000381469727,31.0,30.0,30.100000381469727,5818,0.0,0.0
2020-04-29 00:00:00+05:30,30.0,31.399999618530273,30.0,30.899999618530273,11913,0.0,0.0
2020-04-30 00:00:00+05:30,31.299999237060547,31.950000762939453,30.299999237060547,31.0,14585,0.0,0.0
2020-05-04 00:00:00+05:30,32.45000076293945,32.45000076293945,30.149999618530273,31.5,16490,0.0,0.0
2020-05-05 00:00:00+05:30,32.95000076293945,32.95000076293945,30.5,32.04999923706055,7492,0.0,0.0
2020-05-06 00:00:00+05:30,32.0,33.04999923706055,30.5,30.600000381469727,8778,0.0,0.0
2020-05-07 00:00:00+05:30,31.799999237060547,32.0,29.149999618530273,29.25,1807,0.0,0.0
2020-05-08 00:00:00+05:30,29.350000381469727,30.700000762939453,29.350000381469727,30.700000762939453,2092,0.0,0.0
2020-05-11 00:00:00+05:30,29.5,32.0,29.5,31.0,2444,0.0,0.0
2020-05-12 00:00:00+05:30,30.0,31.950000762939453,29.5,30.600000381469727,1406,0.0,0.0
2020-05-13 00:00:00+05:30,32.0,32.099998474121094,31.0,32.0,8969,0.0,0.0
2020-05-14 00:00:00+05:30,33.45000076293945,33.599998474121094,30.399999618530273,33.400001525878906,10198,0.0,0.0
2020-05-15 00:00:00+05:30,34.0,34.0,31.75,32.5,4179,0.0,0.0
2020-05-18 00:00:00+05:30,34.0,34.0,31.0,32.45000076293945,6587,0.0,0.0
2020-05-19 00:00:00+05:30,33.400001525878906,33.400001525878906,30.850000381469727,31.049999237060547,4159,0.0,0.0
2020-05-20 00:00:00+05:30,32.349998474121094,32.349998474121094,29.649999618530273,31.600000381469727,2239,0.0,0.0
2020-05-21 00:00:00+05:30,32.400001525878906,32.400001525878906,30.049999237060547,32.0,1275,0.0,0.0
2020-05-22 00:00:00+05:30,31.0,32.400001525878906,30.5,30.549999237060547,2160,0.0,0.0
2020-05-26 00:00:00+05:30,29.700000762939453,32.04999923706055,29.700000762939453,32.04999923706055,8666,0.0,0.0
2020-05-27 00:00:00+05:30,33.0,33.0,30.799999237060547,31.25,1423,0.0,0.0
2020-05-28 00:00:00+05:30,32.20000076293945,32.5,30.5,30.950000762939453,3851,0.0,0.0
